OTU	Original_sample	Max_across_culture	Plate1	Plate2	Plate3	Plate4	Plate5	Plate6	Plate7	Plate8	Plate9	Plate10	Plate11	Plate12	Plate13	Plate14	Plate15	Plate16	Plate17	Plate18	Plate19	Plate20	Plate21	Plate22	Plate23	Plate24	ConsensusLineage
1	0.012766317	0.240856289	0.00169083	0.096890639	0.017137097	0.157791411	0.063490536	0.219536871	0.001230273	0.075772952	0.039957208	0.122452738	0.022022022	0.21300089	8.53E-05	0.159747609	0.000361587	0.00125069	0.00027401	0.001730359	0.041078806	0.146088515	0.016683691	0.240856289	0.011959047	0.224908513	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
2	0.918667568	0.992805755	0.963557218	0.001148577	0.010635081	0.000327198	0.076419634	0.00022482	0.977600543	0.012516068	0.682428457	0.007672477	0.406435006	0.00160285	0.992805755	0.04271621	0.992513028	0.346330697	0.991560488	0.106288197	0.010678931	0.000426785	0.75781896	0.000995685	0.577705125	0.000899874	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
3	0.003254988	0.25342495	0.001906681	0.052424317	0.020211694	0.154478528	0.05466795	0.204923561	0.000296962	0.069887017	0.027654453	0.097287012	0.010868011	0.183437222	0.000142179	0.162201412	0.000361587	0.001581755	0.000137005	0.000773139	0.026658352	0.25342495	0.00389124	0.206306007	0.016060111	0.194552763	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
4	0.000845451	0.194101831	0.000431701	0	0.019203629	0.01402863	0.042412576	0.004608813	0.000212116	0.012516068	0.000855844	0.003621409	0.004347204	0.037577916	8.53E-05	0.007261255	0.000106349	0.00014714	5.48E-05	3.68E-05	0.022215293	0.194101831	0.000145921	0.035413209	0.016060111	0.010738497	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
5	0.001014542	0.003505433	0.000359751	0.000574288	0.000655242	0.000817996	0.00060956	0.000168615	0.00106058	0.000676544	0.000374432	0.002639332	0.0002002	0.000445236	0.000483408	0.003505433	0.000510475	0.00029428	0.000630223	0.000625874	0.001753839	0.000597499	0.000243202	0.000497843	0.000200751	0.00035995	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
6	0.005199527	0.381126349	0.004173112	0.062269259	0.014717742	0.154192229	0.03493744	0.381126349	0.000212116	0.174007171	0.029526611	0.16228824	0.022222222	0.277025824	5.69E-05	0.219089589	0.000255238	0.00169211	5.48E-05	0.001214933	0.007911762	0.269856173	0.009582178	0.226883505	0.011156041	0.290599316	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
7	0.000549543	0.537944048	0.004496888	0.537944048	0.00015121	8.18E-05	0	0.00033723	0	0.502198769	0.001497727	0.324576479	0.0003146	0.000356189	5.69E-05	0.184385798	0.000233968	0.004598124	2.74E-05	0.003018923	0.000311794	0.00029875	0.000632326	3.32E-05	5.74E-05	6.00E-05	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
8	8.45E-05	0.010566378	0	0	0	0	0	0	0	0	0	0.00681316	0	0	0	0.010566378	0	0.000110355	0	0.000110448	3.90E-05	4.27E-05	0	0	0	0	Root; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium
9	0.000126818	0.403528226	0.001654855	8.20E-05	0.403528226	0	0.214533205	0	0.000212116	0	0.00010698	6.14E-05	0.037895038	8.90E-05	5.69E-05	0.000100155	0.000616824	7.36E-05	5.48E-05	0	0.000116923	0	0.002821149	0	0.131893659	0.000119983	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
11	0.000422726	0.047075647	7.20E-05	0	0.018145161	4.09E-05	0.005165223	5.62E-05	8.48E-05	0	0.000213961	0	0.047075647	0	2.84E-05	0	4.25E-05	0	2.74E-05	3.68E-05	3.90E-05	0	0.007685199	3.32E-05	0.007026298	6.00E-05	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
12	0	0.000291843	7.20E-05	0	0.000100806	0	9.62E-05	5.62E-05	0	0	0	6.14E-05	0	0	0	0	2.13E-05	0	0	0	0	0	0.000291843	0	5.74E-05	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
13	0.000211363	0.013700878	3.60E-05	0.013700878	0	0	0	0	0	0.001150125	5.35E-05	0.005769703	0	0	0	0.002253493	2.13E-05	3.68E-05	0	3.68E-05	3.90E-05	0	0	0.000929306	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
14	0.000295908	0.000116923	7.20E-05	8.20E-05	5.04E-05	4.09E-05	3.21E-05	0	0	6.77E-05	0	0	2.86E-05	0	5.69E-05	5.01E-05	2.13E-05	3.68E-05	0	0	0.000116923	4.27E-05	0	3.32E-05	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
15	0.000126818	0.051877248	0.002985934	0.005496759	0.001965726	0.019713701	0.015495669	0.051877248	0.00012727	0.015425208	0.006579299	0.014301498	0.005262405	0.041852182	0	0.023686714	0	0.00036785	0	7.36E-05	0.000233845	0.008621058	0.006761029	0.03401925	0.001491296	0.026456296	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
16	0.000211363	0.039093509	0.0001439	8.20E-05	0.003477823	0.002453988	0.007282644	0.001292716	4.24E-05	0.003788648	0.000160471	0.000982077	0.000829401	0.010952805	0	0.002053182	4.25E-05	3.68E-05	5.48E-05	0	0.005339465	0.039093509	4.86E-05	0.007202124	0.003441452	0.002459656	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
17	0.001564085	0.002332433	0.000179876	0.000164082	0.00015121	0	3.21E-05	0	0.00118785	0.000405927	0.000160471	0.002332433	0.0003432	0.000445236	8.53E-05	0.000150233	0.000106349	0.000110355	2.74E-05	0.000147265	0.000194871	0.000341428	4.86E-05	3.32E-05	0.000172073	6.00E-05	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium
18	0.000591816	0.043493911	0.000179876	8.20E-05	0.027772177	0.0400818	0.002149503	0.007531475	0.000296962	0.010148163	0.024177588	0.015529094	0.002774203	8.90E-05	0.000113743	0.009514748	6.38E-05	3.68E-05	0	3.68E-05	7.79E-05	0.004651957	0	0	0.011557544	0.043493911	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
19	4.23E-05	0.0022071	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01E-05	0	0.0022071	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas
21	0.000211363	0.762647128	0.011296183	0.106489458	0.427772177	0.399877301	0.435803657	0.104316547	0.001103004	0.075164062	0.158866007	0.143997054	0.41009581	0.162333037	0.000796201	0.087836146	0.001297458	0.00051499	0.000191807	0.00095722	0.762647128	0.01626051	0.166788268	0.186691006	0.141070865	0.154118423	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
22	0	8.90E-05	3.60E-05	0	0	0	0	0	0	0	0	0	0	8.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
24	0.000253635	0.026331942	0.000215851	0	0	0	0	0	0	0	0	0.026331942	0	8.90E-05	0	0.017527167	4.25E-05	0.000257495	0	0.000441794	0	0	4.86E-05	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
25	0.000464998	0.045135185	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	2.84E-05	0	0	0.045135185	0	0	0.000389742	0	0	3.32E-05	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
26	0.000126818	0.504359022	7.20E-05	0.000164082	0	0	0	0	0	0.010012854	0	0.012705622	0	0	0	0.009865291	0	0.504359022	0	0.000257713	0	4.27E-05	4.86E-05	0.00205775	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
27	4.23E-05	0.015672306	0	0.000246124	0	0	0	0	0	0.000473581	0	0.00681316	0	0.015672306	0	0	0	0	0	7.36E-05	0	0	0	0	0	0.000239966	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXI.IncertaeSedis; g__
28	0.000549543	0.014826924	0.000215851	0	5.04E-05	0	0	0	4.24E-05	0	5.35E-05	0	0.012755613	0	0.000255922	0	0.000978411	0	0	0	0	0	9.73E-05	0	0.014826924	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
29	4.23E-05	0.002029633	0	0	0	0	0	0	0	0.002029633	0	0	0	0	0	0.000350543	0	0.00022071	0	0	0	0	0	0	0	0.000539924	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
30	0.000126818	0.000829401	0	8.20E-05	0	4.09E-05	0.000417068	0.000168615	0	0	5.35E-05	0	0.000829401	0	0	5.01E-05	0	0	2.74E-05	0	0	0	4.86E-05	0	0	0.000179975	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
31	0.000464998	0.004938773	3.60E-05	0.000738371	0.000554435	0.00196319	0.000930382	0.00022482	0	0.004938773	0	0.000184139	0.0004576	0.001691897	0	0.000801242	0	7.36E-05	0	0	0.003039988	0.002389996	0	0.003451709	8.60E-05	0.000299958	Root; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella
32	0.038256679	0.042520851	0.000179876	8.20E-05	0.000352823	8.18E-05	0.000256657	0	0.001824198	0	0.000213961	0.000184139	0.0001144	0.000712378	0.000170614	0.000100155	6.38E-05	0.000183925	0.004658172	0.001767175	0.042520851	0	0.000194562	3.32E-05	2.87E-05	0	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
33	0	0.005458461	3.60E-05	0	0	0	0	0	0	0.00230025	0	0.005155905	0	0	0	0.005458461	0	3.68E-05	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus
36	0	0.000584613	0.0001439	0.000492247	0.00015121	4.09E-05	0.000256657	0	0.000212116	0	0.00010698	0	0.0003718	0	8.53E-05	0	0.000191428	0.000183925	0.000137005	0.000404978	0.000584613	4.27E-05	0.000291843	0	0.000286788	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
38	4.23E-05	0.000270618	0	0	0	0	0	0	0	0.000270618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria
40	4.23E-05	0.012985102	0	0	0	0	0	0	4.24E-05	0	0	0.000920697	0	0	0	0.00020031	0	0.012985102	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
41	0.000211363	4.24E-05	0	0	0	0	0	0	4.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus
42	0.000295908	0.000410206	3.60E-05	0.000410206	0	4.09E-05	0.000192493	0.00033723	8.48E-05	0.000202963	5.35E-05	0.00012276	2.86E-05	0.000178094	0	0.000250388	0	0	0	3.68E-05	3.90E-05	0	0	0.000365085	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
43	0.001014542	0.869486783	0.000575602	0.090983674	0	4.09E-05	0	0.00022482	0.000466655	0.000202963	0.01128644	0.011723545	0.000772201	0.000445236	0.001023687	0.026390906	0.000489206	0.00044142	0.000657624	0.869486783	0.000194871	0.000341428	4.86E-05	0.007600398	0.000143394	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
45	0.001225905	0.003976143	7.20E-05	0.000246124	0.00015121	4.09E-05	9.62E-05	0.00022482	0.000721195	0.000270618	0.000213961	0.000306899	0.0003432	8.90E-05	0.000113743	0.000150233	0.000212698	0.000110355	0	0.003976143	0.000389742	0.000170714	0.000243202	6.64E-05	0.000143394	0.000119983	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Actinobacillus
47	0	0.000294529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000294529	7.79E-05	0	4.86E-05	0	2.87E-05	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
49	0	0.00132758	0	0	0	8.18E-05	0	0.00011241	0	0.000473581	0	0	0	8.90E-05	0	0	0	0	0	0	0	0.000554821	0	0.00132758	0	0	Root; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia
50	0	0.001201863	0	0	0	0	0	0.000168615	0	0	0	0	0	0	0	0.001201863	0	0	0	0	0	0	0	0	0	6.00E-05	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXIII.IncertaeSedis; g__Mogibacterium
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia
56	0	0.000962824	0	8.20E-05	0	0	0	0	0	0.000473581	0.000962824	0	0	0	0	0.000250388	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Simonsiella
57	4.23E-05	0.002403726	0	0	0.000252016	0.000981595	3.21E-05	0.000281025	0	0.000473581	0.00010698	0.000368279	0	8.90E-05	0	0.002403726	0	0	0	0	0	0	0	0	0.001548654	0.000839882	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
58	0.00016909	0.000574288	0	0.000574288	5.04E-05	0.000204499	9.62E-05	0	0	0.000135309	0.00010698	0.000184139	2.86E-05	0	0	0.000150233	0	3.68E-05	0	0	3.90E-05	4.27E-05	0	0.000132758	0	0.00035995	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
59	0	0.010685663	3.60E-05	0.004512265	0	0.000449898	0	0.000618255	0	0.004600501	0	0	0	0.010685663	0	0.000100155	0	0	0	3.68E-05	0	4.27E-05	4.86E-05	0.008463326	0	0.000239966	Root; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium
60	0	6.42E-05	0	0	0	0	6.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
62	8.45E-05	0.000426785	0	0	5.04E-05	8.18E-05	9.62E-05	5.62E-05	0	0	5.35E-05	0	0	8.90E-05	0	5.01E-05	0	0	0	0	3.90E-05	0.000426785	0	6.64E-05	0	0.000179975	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
63	8.45E-05	0.06738639	0.000611577	0.016326196	0.017288306	0.035051125	0.012993263	0.009386241	4.24E-05	0.007915567	0.000374432	0.011416646	0.002230802	0.028762244	0	0.004807452	2.13E-05	0.000183925	0	0.000147265	0.06738639	0.05245188	0.017899703	0.027149021	0.011242077	0.040194373	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
64	4.23E-05	0.019955085	0.0001439	0.000328165	0.00483871	0.001840491	0.019955085	0.004665018	0	0.001556052	5.35E-05	0.002271053	0.001430001	0.002493321	0	0.001402173	2.13E-05	0	0	0	0.000623587	0.00627374	0.00199426	0.003285762	0.009664745	0.001979723	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Brevibacillus
68	0	0.011771197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011771197	0	0	0	0	0	0.000132758	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister
72	0	3.60E-05	3.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXI.IncertaeSedis; g__Peptoniphilus
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
74	0.000253635	0.00131512	0	0	5.04E-05	4.09E-05	3.21E-05	5.62E-05	0.00131512	0	0.000695373	0	2.86E-05	0	0	0.000150233	6.38E-05	0.00014714	0	7.36E-05	0	4.27E-05	0	3.32E-05	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
75	0	6.14E-05	0	0	0	4.09E-05	0	0	0	0	0	6.14E-05	0	0	0	0	0	0	0	0	3.90E-05	0	0	0	0	6.00E-05	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria
77	4.23E-05	0.000801425	0	0	0.000100806	4.09E-05	6.42E-05	0	0	0	0.000160471	0.000245519	2.86E-05	0.000801425	0	0.000150233	0	0	0	0	0	4.27E-05	9.73E-05	0	0	6.00E-05	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae
79	0.000126818	0.000826888	0.000287801	0	0	0	6.42E-05	0	4.24E-05	0	0.000427922	6.14E-05	0.0004576	8.90E-05	0	0.00020031	6.38E-05	3.68E-05	0	0	0	0	0.000826888	0	0.000143394	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXIII.IncertaeSedis; g__Eubacterium
81	8.45E-05	0.000299958	0	0	0.000100806	0.000204499	3.21E-05	0.000281025	0	6.77E-05	0	6.14E-05	0	0	0	0	0	0	0	0	0	0.000128036	0	0	5.74E-05	0.000299958	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
82	4.23E-05	0.000201613	0	0	0.000201613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
84	0	0.000368279	0	0	0	0	0	0	0	0	0	0.000368279	0	0	0	5.01E-05	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
88	0	0.008139059	0	0.000492247	0	0.008139059	0	0	0	0.000202963	0	0.000797938	0	0.001068566	0	0.00105163	0	0	0	0	0	4.27E-05	0	6.64E-05	0	0.001019857	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Leptotrichia
91	0.000126818	0.000164082	0	0.000164082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
92	0.000126818	0.004159173	3.60E-05	0	0	0.002985685	0	0.004159173	4.24E-05	0.000135309	0.000213961	0.001104837	8.58E-05	0.00062333	0.000483408	0.000500776	2.13E-05	0.000110355	0	0	0	0	0	0.001493528	0	0.000419941	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
93	0	0.001194998	0	8.20E-05	0.000252016	0.000327198	0.000288739	0.00011241	0	0.000135309	0.00010698	0	2.86E-05	0.000712378	0	0.000250388	2.13E-05	0	0	0	0.000272819	0.001194998	0	9.96E-05	0.000172073	0.000179975	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
95	0	0.000405927	0	0	0	8.18E-05	3.21E-05	0	0	0.000405927	0	6.14E-05	0	0.000178094	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
98	0.000929997	0.000806041	3.60E-05	0.000246124	0	0	3.21E-05	5.62E-05	0.000806041	0.000135309	0	0.000245519	0.000143	0.000267142	0	0.000300466	8.51E-05	3.68E-05	2.74E-05	0.000220897	0.000233845	0.000170714	0.000340483	3.32E-05	0.000114715	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
100	0	8.20E-05	0	8.20E-05	5.04E-05	4.09E-05	0	0	0	0	5.35E-05	0	2.86E-05	0	0	0	2.13E-05	0	0	0	0	0	0	3.32E-05	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
101	0	0.000751164	0	0	0	0	0	0	0	0	0	0.000245519	2.86E-05	0	0	0.000751164	0	0	0	0	0	0	0	0.000199137	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister
